TransactionID,CustomerID,Product,Category,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,Device,SessionDuration,CouponCode,ReturnStatus,Warehouse,ShippingType,ReviewText
3767,1777,Laptop,Fashion,5547,3,UPI,Mumbai,,02/03/2023,,2.260387145268621,Edge,Tablet,434,YIrSES,Returned,WH1,Standard,Good
663,1023,Dress,Accessories,91108,1,,,India,02/03/2023,Y,2.0160183154693305,Edge,Desktop,324,YIrSES,Not Returned,,Standard,Good
4236,1881,Shoes,,57997,1,UPI,Mumbai,India,April 5 2023,No,4.301071971348708,,Mobile,261,YIrSES,Returned,WH2,,
3852,1089,Shoes,Accessories,85310,1,UPI,Hyderabad,IN,April 5 2023,Yes,2.7387035395457437,,Tablet,98,OFF20,Not Returned,WH2,,Good
3928,1390,Dress,,47134,3,UPI,Delhi,,2023-01-01,Y,3.9241180973042247,Safari,,142,OFF20,,WH3,Standard,Bad
2716,1780,Laptop,Fashion,53212,3,NetBanking,Mumbai,,April 5 2023,N,3.35428110740431,,Tablet,79,YIrSES,,,Express,Good
3091,1318,Shoes,,20944,1,Card,Mumbai,,April 5 2023,,1.2233410411218015,Safari,,339,SAVE10,Not Returned,WH1,,Good
1892,1052,,Fashion,1528,4,,Delhi,India,,Yes,3.9370037997581893,,Tablet,495,YIrSES,Not Returned,,Express,Average
3763,1327,Dress,Fashion,87826,3,Cash,Delhi,,02/03/2023,No,3.101354462484482,Chrome,,72,,,WH3,Standard,Good
2200,1472,,Fashion,33016,3,Card,Hyderabad,IND,April 5 2023,,2.8893225797102775,Edge,Tablet,27,YIrSES,,WH1,,Bad
1371,1497,Shoes,Electronics,22666,1,Cash,Delhi,IN,April 5 2023,,2.9342767800455603,Edge,Mobile,204,,,WH1,Express,Average
4686,1818,Dress,Electronics,29969,4,Card,Delhi,India,2023-01-01,Yes,2.9957328091414657,Safari,Tablet,492,OFF20,Returned,WH3,Express,
2188,1003,Headphones,Accessories,9256,4,NetBanking,Chennai,,02/03/2023,N,4.690995648634756,Safari,,207,OFF20,Returned,WH1,Standard,Bad
2234,1652,Dress,Electronics,21827,3,Card,Hyderabad,India,,,2.5364154283412663,,Mobile,264,SAVE10,Not Returned,WH3,,Bad
1133,1368,Shoes,Electronics,95104,3,Card,Delhi,IN,,Yes,1.5380106854904856,Edge,Tablet,323,YIrSES,,WH2,Express,Bad
2448,1344,Laptop,Accessories,94512,4,NetBanking,Delhi,,April 5 2023,No,3.3234768774166406,Edge,Mobile,228,,Returned,WH3,,Good
2957,1400,Mobile,,32045,2,NetBanking,,IND,,Yes,1.8341109369347728,Chrome,Desktop,80,,,WH1,Express,Good
4654,1971,Dress,Accessories,94352,1,,Delhi,IND,,Y,2.502104930528703,Chrome,,479,OFF20,,,,Good
3980,1209,,Electronics,51197,2,UPI,Delhi,IND,April 5 2023,N,4.555616774189733,Edge,Tablet,444,OFF20,Not Returned,WH3,,Good
4543,1232,Mobile,,65813,4,UPI,Mumbai,IN,2023-01-01,N,1.5016671096404104,Edge,,478,YIrSES,Returned,WH3,Standard,Good
676,1450,Dress,,32203,4,Cash,Chennai,,,No,4.279892983371429,Edge,Desktop,295,YIrSES,Not Returned,WH2,,Average
1873,1121,,,58689,4,NetBanking,Delhi,India,02/03/2023,N,1.609450972747056,Edge,Mobile,202,YIrSES,Not Returned,WH2,Express,Good
4303,1101,Laptop,,51872,2,NetBanking,Chennai,,,No,3.441120460669554,Chrome,,173,SAVE10,Not Returned,,,
1915,1998,Headphones,Electronics,18165,4,Cash,Mumbai,IN,02/03/2023,No,3.7446435895780463,,Mobile,385,OFF20,Returned,WH3,,
1850,1282,Laptop,,50094,3,NetBanking,Chennai,India,,No,4.725811884595137,Chrome,Mobile,141,,Not Returned,,Express,Average
1123,1054,,Electronics,64298,1,UPI,Mumbai,IN,02/03/2023,No,1.6388918580526028,Edge,Mobile,419,,,WH3,Express,Bad
2687,1355,Headphones,Electronics,31306,1,Cash,Hyderabad,IN,,Y,2.391596687398268,,,218,OFF20,,WH2,,Bad
4734,1153,Shoes,Accessories,52310,4,Card,Delhi,IND,02/03/2023,Y,3.8667077141433737,Chrome,Tablet,118,,,,,Bad
158,1301,Dress,Fashion,75296,1,NetBanking,,,,,1.9863594963948605,Chrome,,239,OFF20,Not Returned,,Express,Bad
71,1484,Headphones,Fashion,76891,2,Cash,Delhi,IND,,N,3.34562650501301,Chrome,,370,SAVE10,Returned,,Standard,
231,1215,,Fashion,63897,3,Cash,Delhi,IND,02/03/2023,,2.5079354213208087,,Mobile,465,SAVE10,Returned,,,Average
2272,1361,Headphones,,64236,2,NetBanking,Mumbai,,02/03/2023,N,3.5323906724735266,Chrome,Tablet,470,OFF20,Not Returned,WH3,Standard,Bad
3860,1103,Headphones,Accessories,5376,2,Card,Delhi,India,,No,3.5167554244169628,Chrome,,303,OFF20,Returned,WH1,Standard,Bad
4271,1486,Laptop,Fashion,38082,1,UPI,,IN,2023-01-01,N,4.701629488252049,Edge,Mobile,461,YIrSES,Not Returned,WH2,,Good
4370,1863,Laptop,,65171,4,Card,Chennai,India,,Yes,4.775032876057736,,Tablet,89,SAVE10,Not Returned,WH2,,Bad
3562,1757,Headphones,Electronics,38484,1,UPI,Mumbai,India,,No,2.79570195385994,,Desktop,257,SAVE10,Not Returned,,Express,Good
2174,1257,,Accessories,43164,3,Cash,Delhi,IN,,No,3.4001527486303815,Edge,Tablet,264,,,WH1,,Average
4563,1178,Mobile,,51592,4,Card,,India,2023-01-01,Yes,3.9176412738478104,,,275,YIrSES,,WH2,Standard,Average
3702,1200,,,50392,2,Cash,Chennai,,April 5 2023,N,3.84510958620388,Chrome,Desktop,211,SAVE10,,WH1,Standard,Good
4342,1959,Shoes,,67213,3,NetBanking,Chennai,IN,2023-01-01,No,2.937719964128653,Edge,,158,YIrSES,,,Express,Average
373,1885,Laptop,Electronics,99482,1,UPI,Delhi,IND,2023-01-01,No,1.3864216437960124,,Tablet,217,,,,,Bad
4696,1711,Shoes,Fashion,66645,3,,Hyderabad,IN,April 5 2023,No,4.2297297371501985,Edge,Desktop,46,SAVE10,Not Returned,WH2,,Average
2543,1772,Mobile,Electronics,17137,2,Card,Delhi,,02/03/2023,N,4.4578208641646935,Safari,Tablet,229,OFF20,,WH3,Express,
4848,1894,Laptop,,12703,1,NetBanking,Delhi,IND,2023-01-01,,3.2405811777283318,Safari,,497,YIrSES,Not Returned,WH2,,Average
2043,1369,Mobile,Electronics,94516,3,Card,Hyderabad,,02/03/2023,N,4.595369114211442,,Tablet,175,,Returned,,Express,Good
1513,1227,Dress,Accessories,6140,1,Cash,Hyderabad,IND,,,3.519573404228875,,Desktop,419,SAVE10,Returned,WH2,,Good
2212,1873,Laptop,Accessories,48488,4,Card,,IND,April 5 2023,No,4.500314541611413,Safari,,310,OFF20,,WH3,Standard,
2766,1987,Dress,,36443,2,Cash,Chennai,IN,2023-01-01,No,3.955788948741841,Edge,Tablet,372,SAVE10,,WH3,,Good
3416,1798,Dress,Fashion,1912,1,Cash,Mumbai,India,02/03/2023,,4.589370076231261,,,35,YIrSES,,,Standard,Average
4742,1502,Shoes,,59105,1,Card,Mumbai,,02/03/2023,,1.1212342635268016,Chrome,Tablet,43,YIrSES,Not Returned,WH3,,Bad
84,1255,Dress,,30919,2,NetBanking,Mumbai,,April 5 2023,,2.2753311165064125,,,154,OFF20,Returned,WH3,Express,
3614,1297,Headphones,Accessories,54410,3,,Chennai,,02/03/2023,,2.4883094409358355,Edge,Desktop,250,YIrSES,Not Returned,WH2,Standard,Good
961,1752,Headphones,Fashion,86360,2,NetBanking,,IND,2023-01-01,,4.668491757481602,Safari,Desktop,434,SAVE10,,WH3,Express,Bad
2182,1210,,,11174,4,Card,,IN,April 5 2023,Y,3.2246790778281342,Chrome,Mobile,137,YIrSES,Returned,WH1,Standard,Average
703,1063,Laptop,Fashion,54452,1,,Delhi,IN,2023-01-01,Y,2.3663739917743913,Edge,Mobile,478,OFF20,,WH3,,
3050,1089,Mobile,Fashion,36979,4,NetBanking,Hyderabad,India,,N,3.3666434381289374,Edge,,90,SAVE10,,WH2,Express,Good
4382,1308,Mobile,Fashion,89613,2,Card,Delhi,India,2023-01-01,No,4.864546869674085,Chrome,Desktop,90,YIrSES,Not Returned,WH1,Standard,
2152,1321,,Fashion,84855,4,UPI,Delhi,India,,N,1.2630621601181353,Safari,Mobile,387,OFF20,,,Standard,Good
4360,1277,,Electronics,55596,3,UPI,Hyderabad,,2023-01-01,,4.695411117588115,,Desktop,382,SAVE10,,WH1,Express,
1887,1523,Laptop,Accessories,82221,4,Card,,,April 5 2023,,3.0525496156799665,Safari,Mobile,181,OFF20,Returned,,,Good
2596,1790,Mobile,Fashion,75602,1,,Chennai,IN,02/03/2023,Yes,1.227393389390401,Edge,Mobile,155,,Returned,WH3,Express,Bad
1209,1786,Shoes,Electronics,85128,2,UPI,Mumbai,,02/03/2023,Yes,2.8667774820219556,Safari,Mobile,356,SAVE10,,WH3,,Bad
2531,1946,Laptop,Electronics,11703,3,NetBanking,Chennai,,02/03/2023,Y,2.772149663131822,Edge,,219,SAVE10,Returned,WH2,Standard,Good
515,1852,Headphones,Electronics,77410,2,Card,Hyderabad,,April 5 2023,Y,3.8672313706636667,Safari,Desktop,54,YIrSES,Returned,WH1,,Bad
1785,1521,,Accessories,13784,4,UPI,Mumbai,India,02/03/2023,N,4.00756829551508,Edge,Mobile,348,YIrSES,Returned,,Express,Average
224,1471,,Accessories,35931,3,,Mumbai,India,April 5 2023,,3.441909647110642,Chrome,Tablet,261,OFF20,,WH3,Express,
3128,1523,Laptop,,11197,4,Cash,Chennai,IN,2023-01-01,Yes,1.1105949925825347,Edge,Mobile,220,SAVE10,Returned,WH1,Standard,Average
2195,1156,Dress,Electronics,95711,3,NetBanking,Mumbai,India,,Yes,1.546949589628452,Chrome,Tablet,335,YIrSES,Not Returned,,Standard,Bad
4976,1675,Dress,Fashion,26948,1,Cash,,IND,02/03/2023,No,1.2467725797344875,Chrome,Mobile,328,OFF20,Returned,WH2,Express,Average
3364,1762,Laptop,,20668,2,,Mumbai,,,,2.7839647237030967,Chrome,,344,YIrSES,Returned,WH1,Express,
491,1859,Laptop,Accessories,7476,2,Cash,Hyderabad,,02/03/2023,N,4.835945749575629,Edge,Mobile,20,OFF20,Not Returned,,,Good
2849,1007,Mobile,Fashion,33931,2,NetBanking,Hyderabad,IND,02/03/2023,Yes,1.1361092096439105,Edge,Tablet,43,,Returned,,,
816,1034,Dress,Fashion,19717,2,UPI,Mumbai,India,April 5 2023,N,2.014976019609867,Edge,,98,SAVE10,,WH3,Standard,Bad
1946,1416,Headphones,Fashion,47883,3,Card,Delhi,IND,,N,4.4498152711419845,Edge,Tablet,3,,,WH1,Express,
3647,1032,,Fashion,74297,1,,Hyderabad,IN,2023-01-01,,3.8617617360624954,,Desktop,36,,Returned,WH1,Express,Good
3275,1532,,Fashion,80653,3,,,IN,2023-01-01,,2.448844811038072,Safari,Desktop,130,OFF20,Returned,WH3,,
4622,1295,Mobile,Electronics,86365,1,Card,Chennai,IN,,,2.4250227331418888,,,399,SAVE10,Returned,WH1,Express,Bad
3311,1596,Dress,Accessories,60571,4,UPI,Delhi,IN,2023-01-01,N,3.4690642264270535,Safari,Mobile,305,,Not Returned,WH3,,
4584,1225,Laptop,Accessories,48115,3,,Hyderabad,,02/03/2023,Yes,4.994391685049385,Chrome,Tablet,68,OFF20,Returned,WH1,Standard,Average
3543,1625,Mobile,Electronics,11537,2,,Delhi,IN,02/03/2023,N,4.996105356938452,Chrome,Tablet,365,,Returned,WH2,Express,Bad
324,1225,Laptop,,37323,4,UPI,Hyderabad,IN,02/03/2023,N,2.5311566463084456,Edge,Desktop,158,YIrSES,,WH2,Express,Good
232,1197,Laptop,,42203,4,,,India,02/03/2023,,2.6412307073611365,,,442,SAVE10,,WH2,,Average
4082,1308,Headphones,Fashion,10252,3,Cash,Mumbai,IN,,,4.476716685300586,,Tablet,113,YIrSES,Returned,,Standard,Bad
4343,1943,,Electronics,14910,3,Cash,Hyderabad,IND,2023-01-01,No,4.863955718949935,Safari,,8,YIrSES,Returned,,Standard,Good
4960,1939,Mobile,Accessories,71985,3,Card,Hyderabad,,,,1.7544966993859537,Safari,Tablet,94,YIrSES,,WH1,Express,Average
2965,1832,Dress,Electronics,93858,3,NetBanking,Delhi,IND,April 5 2023,,1.8118066838878226,Chrome,,67,SAVE10,,WH2,Standard,Good
623,1295,Laptop,,64433,1,Cash,Delhi,IND,,No,1.000891309151255,Edge,Mobile,444,,,WH1,Express,Good
4275,1914,Laptop,Electronics,11703,2,Card,Hyderabad,,April 5 2023,Yes,4.159405735598122,Chrome,Tablet,84,,Returned,,Express,
4668,1773,Laptop,Electronics,14815,4,Cash,Chennai,India,2023-01-01,No,1.6974007774261763,,Desktop,487,OFF20,,,Express,Good
3633,1271,Shoes,Accessories,94847,3,Card,Hyderabad,IN,,Y,1.9068566919147902,Edge,Tablet,390,YIrSES,,WH2,Standard,Bad
1656,1725,Headphones,Electronics,60864,1,NetBanking,Hyderabad,India,2023-01-01,N,3.3247776074437385,,Mobile,430,,,WH3,Express,
3813,1068,Headphones,Accessories,36741,1,,,India,April 5 2023,N,2.4778369581061876,Safari,Mobile,430,SAVE10,,WH1,Express,Average
559,1991,Mobile,Electronics,77357,4,,Delhi,IND,02/03/2023,Y,1.5092299307010784,Safari,Tablet,199,OFF20,Returned,WH2,Express,
2115,1078,Headphones,,75896,2,UPI,Mumbai,India,02/03/2023,N,2.9874973530465962,,Desktop,340,,Returned,,Standard,Average
1829,1511,Mobile,Fashion,82207,1,NetBanking,Chennai,IN,,N,2.39141713622384,Edge,Mobile,275,,,WH3,Express,
4747,1930,,,96476,1,Card,Hyderabad,India,02/03/2023,,3.6080271234161727,,Mobile,225,YIrSES,Returned,,Express,Bad
4478,1079,Shoes,Fashion,7205,4,Card,Delhi,,April 5 2023,Y,4.144295079908808,Edge,,469,YIrSES,Returned,WH3,Express,Good
2352,1309,Mobile,Fashion,77397,2,,Chennai,IND,2023-01-01,N,3.6096030237406986,,Tablet,363,,,,Express,Bad
3026,1586,,Electronics,44026,3,Cash,Chennai,,April 5 2023,Y,2.2389357618318857,Edge,Mobile,499,OFF20,Not Returned,WH3,Express,Bad
330,1137,Mobile,Electronics,1489,4,,Delhi,IN,April 5 2023,Yes,1.8646059800229953,Safari,Mobile,207,,Not Returned,WH3,,Average
1071,1920,Dress,Electronics,78019,2,,Mumbai,,2023-01-01,Yes,4.579122927664085,Edge,,435,YIrSES,Not Returned,WH1,Standard,
2645,1427,Mobile,,68253,2,Card,Hyderabad,IN,02/03/2023,,1.0525205485827591,Safari,Tablet,457,SAVE10,,,Standard,Bad
2220,1502,Mobile,,37668,1,,Hyderabad,,02/03/2023,N,3.818104195917915,Safari,,449,YIrSES,,WH2,Standard,Good
2282,1794,Mobile,Accessories,15471,3,NetBanking,Mumbai,IN,,Yes,4.720736793547342,Safari,Desktop,280,OFF20,Not Returned,WH3,Standard,Good
3733,1019,,Electronics,41994,2,Cash,,IN,02/03/2023,N,3.744357825183799,Edge,,416,OFF20,,WH1,,Average
4507,1847,Headphones,Fashion,2595,4,Cash,Mumbai,India,2023-01-01,Yes,1.6325249109997877,Chrome,Mobile,221,SAVE10,,WH3,Express,Average
450,1037,Headphones,Fashion,17186,4,,Delhi,India,2023-01-01,N,3.260686776502222,Safari,Desktop,88,,,WH2,Express,Average
747,1691,Dress,Accessories,55394,2,,Chennai,IND,,Yes,4.751366621778622,Safari,,68,SAVE10,,WH3,Standard,Good
2745,1981,Shoes,,42434,1,Cash,Delhi,IND,,No,1.1829140407986518,Chrome,Desktop,157,OFF20,Returned,WH1,Standard,Good
3064,1529,Shoes,Electronics,80602,2,NetBanking,Hyderabad,IND,2023-01-01,Y,1.5293340430753437,Edge,Mobile,96,YIrSES,,WH3,Express,Good
4329,1184,Mobile,,7418,2,,,IND,02/03/2023,No,3.6353614731713426,Chrome,Tablet,407,OFF20,Returned,WH3,,Average
4383,1487,,Accessories,79174,4,Card,Mumbai,,2023-01-01,,4.571254816004439,,Tablet,465,YIrSES,Not Returned,WH3,Standard,Average
2646,1447,Shoes,Accessories,86035,3,Card,Chennai,IN,,Y,4.230590568858873,Edge,Tablet,149,SAVE10,,WH3,,
114,1067,Laptop,Fashion,50487,1,NetBanking,,India,02/03/2023,Y,1.2798557819666851,Edge,Mobile,346,,,WH1,,Good
2214,1423,Mobile,Fashion,47051,2,NetBanking,,IND,02/03/2023,N,1.9846055342198783,,,330,OFF20,Not Returned,,,
3030,1978,Headphones,Accessories,18255,3,NetBanking,Mumbai,IN,02/03/2023,N,3.268131523086232,Safari,Tablet,429,YIrSES,Not Returned,WH1,Express,Average
29,1608,Headphones,Accessories,89593,3,,Chennai,IND,,No,2.156597281964874,,,464,,Not Returned,WH1,Express,Average
2507,1362,,Accessories,77332,4,NetBanking,Delhi,IND,April 5 2023,,2.404935080234549,Edge,,455,,Returned,WH2,Standard,
1496,1279,Dress,Accessories,34335,4,NetBanking,,IND,02/03/2023,,2.7176717027866073,Safari,Tablet,471,SAVE10,,WH3,Standard,Average
378,1385,Laptop,,70978,4,UPI,Delhi,India,2023-01-01,Yes,1.891837801750269,Chrome,,133,OFF20,,WH1,Standard,Bad
1763,1887,Laptop,Accessories,13093,2,UPI,Chennai,India,02/03/2023,Y,4.434003031631124,Safari,,398,SAVE10,,WH2,,Average
